"movieId";"titulo";"Adventure";"Animation";"Children";"Comedy";"Fantasy";"Romance";"Drama";"Action";"Crime";"Thriller";"Horror";"Mystery";"Sci.Fi";"War";"Musical";"Documentary";"IMAX";"Western";"Film.Noir";"No.genres"
45720;"Devil Wears Prada, The (2006)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
45722;"Pirates of the Caribbean: Dead Man's Chest (2006)";1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
45726;"You, Me and Dupree (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45728;"Clerks II (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45730;"Lady in the Water (2006)";0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
45732;"My Super Ex-Girlfriend (2006)";0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45880;"Marie Antoinette (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
45928;"Who Killed the Electric Car? (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
45950;"Inconvenient Truth, An (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
45969;"Career Opportunities (1991)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46062;"High School Musical (2006)";0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
46105;"I Am a Sex Addict (2005)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
46322;"Jet Li's Fearless (Huo Yuan Jia) (2006)";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
46335;"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)";0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
46337;"Garfield: A Tail of Two Kitties (2006)";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46347;"Metal: A Headbanger's Journey (2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
46367;"Public Eye, The (1992)";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
46530;"Superman Returns (2006)";1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
46559;"Road to Guantanamo, The (2006)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
46572;"Edmond (2005)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
46574;"OH in Ohio, The (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46578;"Little Miss Sunshine (2006)";1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
46664;"Fallen Idol, The (1948)";0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
46723;"Babel (2006)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
46772;"Strangers with Candy (2005)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46850;"Wordplay (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
46855;"Army of Shadows (L'armée des ombres) (1969)";0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
46865;"Little Man (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46948;"Monster House (2006)";0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
46965;"Snakes on a Plane (2006)";0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
46967;"Scoop (2006)";0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
46970;"Talladega Nights: The Ballad of Ricky Bobby (2006)";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
46972;"Night at the Museum (2006)";0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
46976;"Stranger than Fiction (2006)";0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47044;"Miami Vice (2006)";0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
47122;"John Tucker Must Die (2006)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47124;"Ant Bully, The (2006)";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
47200;"Crank (2006)";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
47202;"Secret Life of Words, The (2005)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47254;"Chaos (2005)";0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
47261;"Night Listener, The (2006)";0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
47382;"Step Up (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47384;"Zoom (2006)";1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47404;"Mind Game (2004)";1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
47446;"Moustache, La (2005)";0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
47465;"Tideland (2005)";0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
47491;"Adam's Apples (Adams æbler) (2005)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47516;"Material Girls (2006)";0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47518;"Accepted (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47538;"Crime Busters (1977)";1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
47566;"Born to Kill (1947)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
47610;"Illusionist, The (2006)";0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
47640;"Beerfest (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47646;"Idlewild (2006)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
47721;"Red Balloon, The (Ballon rouge, Le) (1956)";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47725;"Angel-A (2005)";0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47736;"Chump at Oxford, A (1940)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47774;"Icicle Thief, The (Ladri di saponette) (1989)";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47793;"Puffy Chair, The (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47810;"Wicker Man, The (2006)";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
47894;"Wind That Shakes the Barley, The (2006)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
47937;"Severance (2006)";0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
47950;"Hollywoodland (2006)";0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
47952;"Covenant, The (2006)";0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
47970;"Last Kiss, The (2006)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
47997;"Idiocracy (2006)";1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
47999;"Jesus Camp (2006)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
48001;"Bow, The (Hwal) (2005)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48032;"Tiger and the Snow, The (La tigre e la neve) (2005)";0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
48043;"Fountain, The (2006)";0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48045;"Fear City: A Family-Style Comedy (La cité de la peur) (1994)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48082;"Science of Sleep, The (La science des rêves) (2006)";0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48142;"Black Dahlia, The (2006)";0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
48150;"Woods, The (2006)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
48262;"Bridge, The (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
48304;"Apocalypto (2006)";1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
48319;"Flyboys (2006)";1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
48322;"Jackass Number Two (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
48342;"Conversations with Other Women (2005)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48385;"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48394;"Pan's Labyrinth (Laberinto del fauno, El) (2006)";0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
48412;"Guardian, The (2006)";1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
48414;"Open Season (2006)";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
48416;"School for Scoundrels (2006)";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
48516;"Departed, The (2006)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
48518;"Texas Chainsaw Massacre: The Beginning, The (2006)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
48520;"Employee of the Month (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48560;"Running With Scissors (2006)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48593;"Man of the Year (2006)";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
48596;"Marine, The (2006)";0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
48638;"Fellini's Casanova (Il Casanova di Federico Fellini) (1976)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48649;"Chapayev (1934)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
48678;"Feast (2005)";0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
48696;"Little Children (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48698;"Deliver Us from Evil (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
48738;"Last King of Scotland, The (2006)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
48741;"U.S. vs. John Lennon, The (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
48744;"Shortbus (2006)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48774;"Children of Men (2006)";1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0
48780;"Prestige, The (2006)";0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0
48783;"Flags of Our Fathers (2006)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
48872;"13 Tzameti (2005)";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
48877;"Saw III (2006)";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
48879;"Catch a Fire (2006)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
48883;"Death of a President (2006)";0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
48982;"Flushed Away (2006)";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48997;"Perfume: The Story of a Murderer (2006)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
49013;"Santa Clause 3: The Escape Clause, The (2006)";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49110;"Mom and Dad Save the World (1992)";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
49130;"Good Year, A (2006)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
49132;"Shut Up & Sing (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
49220;"For Your Consideration (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49263;"Fuck (2005)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
49265;"Shooting Dogs (a.k.a. Beyond the Gates) (2005)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
49272;"Casino Royale (2006)";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
49274;"Happy Feet (2006)";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
49276;"Let's Go to Prison (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49278;"Déjà Vu (Deja Vu) (2006)";0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
49284;"10 Items or Less (2006)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
49286;"Holiday, The (2006)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49314;"Harsh Times (2006)";0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
49389;"The Great Train Robbery (1903)";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
49396;"Tenacious D in The Pick of Destiny (2006)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
49530;"Blood Diamond (2006)";1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
49647;"Charlotte's Web (2006)";0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
49649;"Eragon (2006)";1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
49651;"Rocky Balboa (2006)";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
49666;"Fur: An Imaginary Portrait of Diane Arbus (2006)";0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
49688;"Dam Busters, The (1955)";0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
49735;"Another Gay Movie (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49772;"Painted Veil, The (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
49822;"Good Shepherd, The (2006)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
49824;"Dreamgirls (2006)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
49917;"When the Levees Broke: A Requiem in Four Acts (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
49932;"Inland Empire (2006)";0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
49957;"History Boys, The (2006)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50003;"DOA: Dead or Alive (2006)";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
50005;"Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006)";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
50064;"Good German, The (2006)";0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
50068;"Letters from Iwo Jima (2006)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
50147;"Black Christmas (2006)";0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
50158;"Stomp the Yard (2007)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
50189;"American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50274;"Venus (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50354;"The Return of Don Camillo (1953)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50356;"The Little World of Don Camillo (1952)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50440;"Primeval (2007)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
50442;"Alpha Dog (2007)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
50445;"Hitcher, The (2007)";0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
50601;"Bridge to Terabithia (2007)";1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50610;"Beer League (2006)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50613;"Dead Meat (2004)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
50658;"49 Up (2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
50685;"Waitress (2007)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50740;"Seven Up! (1964)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
50792;"Catch and Release (2006)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50794;"Smokin' Aces (2006)";0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
50796;"Blood and Chocolate (2007)";0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
50798;"Epic Movie (2007)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50800;"Messengers, The (2007)";0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
50802;"Because I Said So (2007)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50804;"Hannibal Rising (2007)";0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
50806;"Norbit (2007)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50842;"Boss of It All, The (Direktøren for det hele) (2006)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50851;"Cocaine Cowboys (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
50872;"Ratatouille (2007)";0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50942;"Wake Up, Ron Burgundy (2004)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50954;"It's a Boy Girl Thing (2006)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50999;"Ugly Duckling and Me!, The (2006)";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51024;"The Odyssey (1997)";1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51037;"Unknown (2006)";0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
51077;"Ghost Rider (2007)";0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
51080;"Breach (2007)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
51082;"Tyler Perry's Daddy's Little Girls (2007)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51084;"Music and Lyrics (2007)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51086;"Number 23, The (2007)";0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
51088;"Reno 911!: Miami (2007)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51255;"Hot Fuzz (2007)";0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
51314;"Golden Door (Nuovomondo) (2006)";1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51357;"Citizen X (1995)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
51412;"Next (2007)";0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
51471;"Amazing Grace (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51498;"2001 Maniacs (2005)";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
51540;"Zodiac (2007)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
51545;"Pusher III: I'm the Angel of Death (2005)";0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0
51562;"Babylon 5: The Gathering (1993)";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
51573;"Meshes of the Afternoon (1943)";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51575;"Wild Hogs (2007)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51662;"300 (2007)";0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
51666;"Abandoned, The (2006)";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
51694;"Starter for 10 (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51698;"Last Mimzy, The (2007)";1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
51705;"Priceless (Hors de prix) (2006)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51709;"Host, The (Gwoemul) (2006)";0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0
51834;"Becoming Jane (2007)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51884;"Namesake, The (2006)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51903;"I Think I Love My Wife (2007)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
51925;"Premonition (2007)";0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
51927;"Dead Silence (2007)";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
51935;"Shooter (2007)";0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
51937;"Hills Have Eyes II, The (2007)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
51939;"TMNT (Teenage Mutant Ninja Turtles) (2007)";1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
52042;"Black Book (Zwartboek) (2006)";0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
52241;"Lookout, The (2007)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
52245;"Blades of Glory (2007)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52279;"Are We Done Yet? (2007)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52281;"Grindhouse (2007)";0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0
52283;"Reaping, The (2007)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
52287;"Meet the Robinsons (2007)";1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
52299;"American Hardcore (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
52319;"Inglorious Bastards (Quel maledetto treno blindato) (1978)";1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
52328;"Sunshine (2007)";1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
52375;"Hoax, The (2007)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
52435;"How the Grinch Stole Christmas! (1966)";0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
52458;"Disturbia (2007)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
52462;"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)";1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0
52579;"Vie en Rose, La (Môme, La) (2007)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
52604;"Fracture (2007)";0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
52644;"Vacancy (2007)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
52668;"In the Land of Women (2007)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52694;"Mr. Bean's Holiday (2007)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52712;"Invisible, The (2007)";0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
52715;"Kickin It Old Skool (2007)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52722;"Spider-Man 3 (2007)";1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0
52724;"Lucky You (2007)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52730;"It's a Very Merry Muppet Christmas Movie (2002)";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52767;"21 Up (1977)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
52784;"Sharkwater (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
52831;"Maniac Cop (1988)";0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
52867;"Ex, The (2007)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52885;"Paprika (Papurika) (2006)";0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
52950;"Day Watch (Dnevnoy dozor) (2006)";0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
52973;"Knocked Up (2007)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52975;"Hairspray (2007)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
53000;"28 Weeks Later (2007)";0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
53022;"Wheels on Meals (Kuai can che) (1984)";0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
53024;"Jonestown: The Life and Death of Peoples Temple (2006)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
53121;"Shrek the Third (2007)";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
